citizenid,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
22840,5.0,1.0,68.0,1.0,24.0,1.0,32.06
61876,5.0,1.0,22.0,1.0,14.0,1.0,20.19
29407,4.0,3.0,23.0,1.0,10.0,1.0,19.18
53580,4.0,3.0,66.0,0.0,1.0,0.0,42.43
62950,4.0,1.0,24.0,0.0,23.0,2.0,12.74
62894,5.0,1.0,64.0,0.0,29.0,1.0,23.11
20432,2.0,3.0,65.0,1.0,9.0,2.0,38.43
28285,3.0,2.0,37.0,0.0,20.0,2.0,30.74
75798,2.0,2.0,38.0,0.0,14.0,0.0,17.52
78632,3.0,1.0,69.0,1.0,9.0,0.0,16.66
83952,4.0,3.0,28.0,1.0,4.0,2.0,28.98
82915,5.0,2.0,71.0,0.0,9.0,2.0,43.78
95412,3.0,3.0,53.0,0.0,12.0,1.0,29.06
70104,2.0,2.0,31.0,0.0,1.0,0.0,18.39
15406,4.0,2.0,70.0,0.0,27.0,0.0,14.18
88129,5.0,3.0,20.0,1.0,9.0,1.0,36.27
90588,3.0,3.0,13.0,0.0,2.0,0.0,47.21
45766,7.0,2.0,71.0,9.0,158.0,8.0,90.84
70580,4.0,3.0,60.0,1.0,29.0,0.0,42.22
90162,3.0,2.0,81.0,0.0,7.0,1.0,44.29
51322,2.0,2.0,17.0,1.0,4.0,0.0,26.1
61049,3.0,2.0,15.0,1.0,22.0,1.0,11.65
61541,2.0,3.0,37.0,0.0,9.0,1.0,25.67
30814,3.0,3.0,12.0,1.0,4.0,0.0,18.15
56472,4.0,2.0,65.0,0.0,27.0,0.0,24.71
75949,3.0,1.0,12.0,0.0,25.0,1.0,13.11
36161,5.0,2.0,33.0,1.0,14.0,0.0,26.35
44993,2.0,2.0,57.0,0.0,13.0,0.0,19.76
38811,5.0,1.0,68.0,0.0,1.0,0.0,26.04
63439,4.0,3.0,51.0,1.0,20.0,0.0,18.35
67461,3.0,1.0,51.0,1.0,1.0,1.0,26.7
82913,2.0,3.0,64.0,1.0,2.0,2.0,23.06
28566,4.0,1.0,67.0,1.0,4.0,1.0,48.0
46412,2.0,1.0,19.0,1.0,13.0,1.0,28.11
51935,2.0,3.0,28.0,1.0,29.0,1.0,20.53
85227,2.0,2.0,82.0,1.0,5.0,0.0,17.42
81572,7.0,7.0,151.0,7.0,167.0,9.0,91.05
70736,2.0,1.0,67.0,0.0,4.0,1.0,12.07
90601,2.0,3.0,14.0,0.0,11.0,0.0,26.1
84453,3.0,1.0,26.0,1.0,4.0,2.0,30.37
52508,4.0,3.0,59.0,1.0,5.0,2.0,19.6
86179,4.0,2.0,13.0,0.0,12.0,2.0,48.87
57398,3.0,3.0,34.0,0.0,4.0,1.0,48.54
44344,2.0,2.0,55.0,0.0,6.0,2.0,35.14
28896,5.0,3.0,32.0,1.0,25.0,2.0,11.37
10800,3.0,2.0,79.0,1.0,7.0,0.0,13.87
81868,4.0,2.0,63.0,0.0,19.0,1.0,28.42
21798,2.0,1.0,17.0,1.0,0.0,2.0,29.79
57811,3.0,1.0,47.0,1.0,18.0,2.0,20.78
43638,3.0,3.0,67.0,0.0,14.0,2.0,28.67
99407,4.0,3.0,20.0,0.0,28.0,2.0,23.0
15401,5.0,1.0,47.0,1.0,28.0,2.0,17.41
55951,3.0,1.0,12.0,0.0,3.0,1.0,44.7
97916,2.0,2.0,68.0,0.0,12.0,1.0,34.03
25012,10.0,5.0,98.0,5.0,322.0,6.0,93.23
76734,3.0,2.0,74.0,0.0,27.0,1.0,40.72
67216,2.0,2.0,16.0,1.0,24.0,1.0,38.29
99839,2.0,1.0,30.0,1.0,27.0,0.0,33.01
24108,3.0,1.0,37.0,1.0,7.0,2.0,26.76
78478,2.0,2.0,26.0,0.0,10.0,0.0,20.82
80451,3.0,2.0,40.0,1.0,24.0,1.0,12.12
58878,2.0,1.0,45.0,1.0,29.0,1.0,41.15
48732,3.0,2.0,67.0,1.0,16.0,0.0,15.01
33207,5.0,2.0,26.0,0.0,15.0,0.0,22.34
30017,3.0,2.0,62.0,1.0,27.0,1.0,22.92
61551,5.0,1.0,61.0,1.0,7.0,1.0,48.03
14525,4.0,3.0,43.0,1.0,5.0,2.0,19.14
36101,4.0,3.0,24.0,0.0,6.0,0.0,30.32
31986,3.0,1.0,27.0,1.0,19.0,1.0,12.28
46629,3.0,2.0,35.0,0.0,5.0,1.0,24.37
55622,4.0,3.0,42.0,1.0,8.0,2.0,42.73
40413,3.0,1.0,71.0,1.0,15.0,2.0,12.48
39023,4.0,3.0,15.0,1.0,5.0,0.0,18.5
91507,3.0,2.0,80.0,0.0,17.0,2.0,19.62
19656,10.0,4.0,116.0,6.0,353.0,8.0,80.39
68626,10.0,3.0,145.0,11.0,288.0,7.0,94.77
26355,3.0,1.0,18.0,1.0,24.0,0.0,35.37
78964,5.0,2.0,43.0,0.0,5.0,0.0,37.93
47373,4.0,2.0,75.0,1.0,16.0,0.0,26.22
64539,10.0,7.0,96.0,10.0,297.0,7.0,80.48
14160,3.0,2.0,32.0,1.0,28.0,1.0,44.14
66368,3.0,1.0,61.0,1.0,16.0,1.0,20.8
52015,2.0,1.0,36.0,1.0,2.0,2.0,26.13
94752,4.0,3.0,67.0,1.0,6.0,0.0,30.44
22498,2.0,3.0,21.0,1.0,13.0,0.0,11.7
72542,2.0,2.0,80.0,0.0,6.0,1.0,28.18
31117,3.0,3.0,29.0,0.0,25.0,1.0,30.76
95723,4.0,2.0,23.0,0.0,9.0,2.0,18.84
94343,3.0,2.0,23.0,1.0,2.0,0.0,18.33
77492,8.0,4.0,120.0,8.0,195.0,9.0,84.25
57615,4.0,2.0,82.0,1.0,22.0,0.0,11.49
76356,3.0,2.0,47.0,0.0,20.0,1.0,24.19
38346,4.0,2.0,69.0,0.0,5.0,2.0,18.83
65190,3.0,2.0,57.0,0.0,29.0,1.0,37.22
43552,4.0,3.0,79.0,0.0,11.0,0.0,35.48
94017,2.0,2.0,67.0,0.0,27.0,0.0,14.81
31599,5.0,1.0,31.0,0.0,11.0,1.0,28.7
91702,4.0,3.0,40.0,0.0,29.0,2.0,47.57
97041,4.0,1.0,32.0,1.0,27.0,2.0,13.57
71190,2.0,2.0,51.0,1.0,0.0,1.0,48.67
78048,3.0,1.0,57.0,1.0,28.0,1.0,44.25
64750,2.0,3.0,54.0,0.0,5.0,1.0,32.46
25682,4.0,3.0,49.0,0.0,10.0,0.0,11.01
22662,5.0,2.0,83.0,0.0,26.0,1.0,29.53
26107,4.0,1.0,83.0,1.0,5.0,1.0,31.71
82422,11.0,2.0,164.0,5.0,123.0,4.0,92.51
63087,3.0,2.0,62.0,1.0,10.0,0.0,31.03
11277,2.0,3.0,31.0,0.0,16.0,0.0,23.33
29652,2.0,1.0,41.0,0.0,23.0,0.0,27.14
99771,3.0,1.0,38.0,1.0,27.0,0.0,17.35
38856,5.0,3.0,45.0,0.0,24.0,0.0,33.82
39038,3.0,1.0,60.0,1.0,21.0,1.0,10.66
24619,4.0,2.0,55.0,1.0,17.0,0.0,41.23
97674,3.0,2.0,28.0,1.0,8.0,2.0,35.91
25961,5.0,1.0,69.0,1.0,12.0,2.0,41.07
90800,5.0,2.0,18.0,1.0,21.0,1.0,10.54
30485,5.0,3.0,74.0,0.0,28.0,1.0,38.19
29915,5.0,2.0,81.0,1.0,19.0,0.0,37.26
60276,3.0,1.0,13.0,0.0,18.0,1.0,22.34
68077,2.0,3.0,75.0,0.0,3.0,2.0,34.25
71835,2.0,2.0,82.0,0.0,15.0,2.0,12.8
94987,3.0,2.0,56.0,1.0,9.0,0.0,26.36
82304,2.0,1.0,47.0,1.0,7.0,1.0,41.43
19619,3.0,1.0,28.0,0.0,16.0,1.0,11.98
48306,3.0,3.0,38.0,1.0,23.0,2.0,26.53
15935,3.0,3.0,42.0,1.0,24.0,2.0,43.43
93395,4.0,2.0,34.0,0.0,18.0,1.0,31.03
23781,4.0,3.0,56.0,0.0,20.0,2.0,24.5
13788,5.0,3.0,68.0,1.0,28.0,1.0,19.28
45668,3.0,3.0,48.0,0.0,0.0,1.0,20.48
20137,3.0,3.0,43.0,1.0,24.0,1.0,49.23
79713,3.0,3.0,49.0,1.0,22.0,1.0,34.6
49890,5.0,2.0,29.0,1.0,25.0,2.0,21.23
44191,3.0,2.0,22.0,1.0,15.0,1.0,24.22
34506,2.0,3.0,69.0,1.0,3.0,2.0,11.01
86568,3.0,2.0,49.0,0.0,14.0,2.0,19.14
25851,5.0,2.0,19.0,1.0,20.0,0.0,10.01
60625,5.0,3.0,77.0,1.0,20.0,2.0,20.94
65672,5.0,1.0,48.0,1.0,20.0,1.0,37.46
66937,3.0,2.0,35.0,0.0,25.0,2.0,27.9
29791,5.0,2.0,75.0,1.0,18.0,2.0,19.44
62964,5.0,3.0,73.0,0.0,13.0,0.0,11.6
90229,4.0,3.0,82.0,0.0,7.0,2.0,24.14
47737,5.0,2.0,69.0,1.0,19.0,1.0,18.38
87221,3.0,2.0,44.0,0.0,3.0,2.0,11.59
64442,3.0,3.0,57.0,1.0,10.0,0.0,41.8
96465,5.0,2.0,48.0,1.0,20.0,1.0,29.15
57318,5.0,1.0,44.0,1.0,27.0,2.0,39.21
63236,4.0,2.0,49.0,1.0,22.0,2.0,18.37
96006,2.0,2.0,82.0,0.0,24.0,2.0,47.44
33035,4.0,2.0,69.0,1.0,2.0,0.0,35.93
20869,5.0,1.0,73.0,1.0,27.0,0.0,37.45
26658,3.0,3.0,74.0,1.0,5.0,2.0,28.0
44270,4.0,2.0,36.0,1.0,19.0,1.0,12.69
46010,5.0,2.0,69.0,1.0,6.0,0.0,46.72
47836,5.0,3.0,81.0,1.0,1.0,0.0,30.35
78031,3.0,3.0,62.0,0.0,18.0,1.0,47.72
54779,5.0,1.0,31.0,0.0,14.0,2.0,34.99
97737,3.0,1.0,62.0,0.0,14.0,0.0,19.1
83472,2.0,2.0,43.0,0.0,7.0,2.0,12.46
31821,3.0,1.0,75.0,0.0,17.0,0.0,40.42
20056,3.0,1.0,46.0,1.0,12.0,2.0,48.6
30035,10.0,5.0,80.0,5.0,340.0,5.0,94.87
59908,4.0,1.0,60.0,1.0,13.0,1.0,24.42
64489,3.0,3.0,51.0,0.0,4.0,2.0,15.71
88478,11.0,6.0,113.0,5.0,186.0,8.0,81.51
32328,7.0,5.0,78.0,9.0,224.0,4.0,76.58
85181,4.0,1.0,33.0,0.0,29.0,2.0,11.05
98557,10.0,2.0,95.0,6.0,334.0,9.0,77.07
65936,2.0,1.0,32.0,0.0,9.0,2.0,23.82
47110,3.0,1.0,76.0,1.0,7.0,0.0,32.94
95587,4.0,1.0,78.0,1.0,14.0,1.0,20.54
18829,3.0,1.0,30.0,1.0,18.0,2.0,12.86
48505,3.0,3.0,14.0,0.0,17.0,2.0,39.7
65583,3.0,1.0,47.0,1.0,3.0,2.0,48.7
33076,4.0,2.0,50.0,0.0,0.0,0.0,43.67
52142,4.0,3.0,45.0,1.0,4.0,2.0,31.24
99258,2.0,2.0,34.0,1.0,4.0,2.0,33.82
80899,3.0,2.0,74.0,0.0,16.0,1.0,32.57
93052,4.0,2.0,20.0,1.0,18.0,2.0,27.79
26828,5.0,1.0,17.0,1.0,24.0,2.0,14.87
99699,4.0,3.0,15.0,0.0,22.0,2.0,24.66
53549,2.0,2.0,41.0,0.0,28.0,2.0,22.35
41699,5.0,1.0,60.0,1.0,0.0,2.0,31.25
36963,2.0,1.0,50.0,0.0,29.0,2.0,38.62
97789,2.0,1.0,45.0,0.0,6.0,1.0,21.99
80863,5.0,3.0,56.0,0.0,2.0,2.0,22.15
86640,3.0,2.0,21.0,1.0,14.0,0.0,43.94
37876,2.0,1.0,70.0,0.0,8.0,2.0,32.41
55094,11.0,6.0,91.0,6.0,248.0,4.0,78.59
35084,5.0,1.0,30.0,1.0,13.0,0.0,20.16
37155,3.0,3.0,78.0,0.0,3.0,1.0,29.47
36931,3.0,1.0,46.0,1.0,26.0,0.0,24.57
73635,6.0,3.0,131.0,8.0,218.0,4.0,95.61
10611,5.0,1.0,82.0,1.0,10.0,1.0,47.69
74092,5.0,3.0,58.0,1.0,21.0,2.0,13.24
91887,2.0,3.0,24.0,1.0,11.0,1.0,45.9
63988,3.0,3.0,83.0,0.0,15.0,2.0,21.87
76482,8.0,2.0,79.0,8.0,260.0,6.0,91.61
78141,7.0,6.0,62.0,10.0,185.0,6.0,83.35
53559,2.0,3.0,15.0,1.0,10.0,0.0,33.85
85999,4.0,3.0,80.0,1.0,27.0,1.0,46.98
24435,3.0,2.0,29.0,1.0,27.0,2.0,14.9
21493,5.0,3.0,16.0,0.0,16.0,2.0,17.82
70773,2.0,1.0,80.0,0.0,21.0,1.0,33.29
44751,3.0,1.0,22.0,1.0,16.0,1.0,12.11
30308,5.0,3.0,58.0,0.0,11.0,0.0,12.11
27764,4.0,1.0,76.0,1.0,15.0,0.0,39.11
10470,5.0,3.0,44.0,1.0,21.0,1.0,40.86
97274,9.0,2.0,179.0,6.0,325.0,6.0,98.67
69178,3.0,3.0,25.0,0.0,14.0,1.0,42.87
96703,2.0,2.0,79.0,1.0,2.0,0.0,21.95
55651,11.0,3.0,92.0,6.0,209.0,7.0,92.51
56324,3.0,1.0,22.0,0.0,7.0,2.0,14.17
24459,3.0,1.0,59.0,0.0,23.0,2.0,24.19
45430,2.0,1.0,16.0,0.0,2.0,1.0,14.88
83153,2.0,3.0,56.0,0.0,10.0,1.0,18.79
72240,4.0,1.0,81.0,1.0,7.0,1.0,48.72
45836,4.0,1.0,65.0,0.0,0.0,2.0,18.69
89225,10.0,6.0,123.0,11.0,332.0,9.0,88.76
76414,4.0,2.0,61.0,1.0,25.0,2.0,18.6
10675,5.0,1.0,34.0,1.0,24.0,2.0,32.18
35609,3.0,3.0,33.0,0.0,14.0,1.0,38.95
27350,3.0,3.0,30.0,0.0,28.0,2.0,41.5
88539,3.0,2.0,49.0,0.0,6.0,0.0,23.65
45426,2.0,3.0,44.0,0.0,27.0,1.0,24.67
92635,5.0,3.0,61.0,1.0,4.0,0.0,27.06
41662,4.0,2.0,53.0,0.0,9.0,0.0,15.85
12241,5.0,3.0,79.0,0.0,9.0,2.0,40.38
16963,4.0,2.0,39.0,0.0,20.0,0.0,31.79
35834,2.0,3.0,75.0,0.0,12.0,0.0,44.51
52778,4.0,3.0,49.0,0.0,17.0,1.0,28.34
63185,2.0,2.0,43.0,1.0,5.0,0.0,18.15
58677,3.0,3.0,32.0,0.0,19.0,1.0,23.82
86220,4.0,3.0,51.0,0.0,17.0,2.0,39.78
49698,3.0,3.0,30.0,0.0,12.0,1.0,21.72
69827,4.0,2.0,42.0,1.0,7.0,2.0,15.41
66709,2.0,3.0,48.0,0.0,27.0,2.0,12.18
88732,4.0,3.0,79.0,1.0,27.0,0.0,22.25
41550,4.0,3.0,61.0,0.0,2.0,1.0,37.41
69943,4.0,2.0,67.0,0.0,26.0,0.0,22.43
58369,4.0,2.0,73.0,1.0,5.0,2.0,25.61
79921,2.0,3.0,82.0,0.0,28.0,0.0,37.99
50311,5.0,2.0,23.0,0.0,9.0,1.0,23.57
76407,3.0,3.0,21.0,0.0,5.0,1.0,32.29
59758,2.0,3.0,38.0,0.0,21.0,2.0,12.59
63383,4.0,1.0,41.0,0.0,21.0,0.0,40.37
99618,3.0,3.0,41.0,0.0,16.0,0.0,30.21
51816,2.0,2.0,14.0,0.0,24.0,2.0,45.37
47169,3.0,2.0,83.0,0.0,25.0,0.0,13.3
39229,4.0,2.0,57.0,1.0,12.0,0.0,48.19
55729,3.0,2.0,25.0,0.0,22.0,2.0,40.62
84866,5.0,1.0,39.0,0.0,13.0,0.0,40.3
82007,5.0,2.0,77.0,0.0,21.0,0.0,18.54
65489,5.0,1.0,69.0,0.0,9.0,1.0,28.95
17640,5.0,2.0,15.0,1.0,14.0,0.0,27.35
57597,2.0,2.0,40.0,0.0,16.0,1.0,27.1
21083,2.0,1.0,47.0,0.0,17.0,0.0,35.56
29717,4.0,3.0,41.0,0.0,11.0,2.0,43.87
77272,3.0,1.0,60.0,0.0,11.0,2.0,23.0
30214,5.0,3.0,56.0,0.0,18.0,0.0,12.96
57675,3.0,3.0,41.0,0.0,15.0,1.0,47.38
79898,5.0,3.0,67.0,0.0,20.0,0.0,31.9
82335,3.0,3.0,42.0,0.0,13.0,0.0,42.47
29828,2.0,2.0,18.0,1.0,3.0,2.0,10.23
75102,4.0,1.0,73.0,1.0,13.0,1.0,13.85
65829,5.0,2.0,80.0,0.0,6.0,1.0,48.37
46335,3.0,2.0,61.0,1.0,13.0,2.0,32.35
72012,10.0,5.0,127.0,4.0,328.0,4.0,89.01
47237,4.0,2.0,83.0,1.0,4.0,0.0,36.84
51931,2.0,2.0,51.0,1.0,9.0,1.0,49.52
80623,2.0,3.0,22.0,1.0,25.0,1.0,13.24
40345,5.0,3.0,28.0,0.0,24.0,2.0,27.66
87555,5.0,2.0,77.0,0.0,29.0,1.0,43.0
29281,5.0,1.0,48.0,1.0,25.0,1.0,10.47
18356,3.0,3.0,52.0,1.0,11.0,1.0,41.02
49493,5.0,1.0,78.0,0.0,15.0,0.0,45.57
95254,5.0,3.0,35.0,0.0,29.0,2.0,43.81
83444,4.0,2.0,73.0,1.0,6.0,2.0,11.97
14475,2.0,1.0,74.0,1.0,11.0,0.0,28.07
72786,3.0,3.0,20.0,0.0,13.0,2.0,20.02
62757,2.0,2.0,28.0,0.0,4.0,2.0,26.96
54911,2.0,1.0,30.0,0.0,28.0,0.0,29.36
75987,4.0,3.0,31.0,0.0,6.0,2.0,34.89
98375,3.0,1.0,45.0,1.0,22.0,0.0,49.26
42761,6.0,2.0,150.0,6.0,324.0,8.0,88.75
62100,4.0,2.0,53.0,0.0,8.0,0.0,43.39
41176,5.0,1.0,23.0,1.0,26.0,2.0,29.6
13702,3.0,3.0,36.0,1.0,25.0,0.0,33.52
57339,4.0,2.0,83.0,0.0,21.0,2.0,31.91
66839,3.0,1.0,64.0,1.0,26.0,1.0,28.89
15048,2.0,1.0,75.0,1.0,3.0,1.0,42.0
93165,5.0,1.0,30.0,1.0,29.0,0.0,43.81
64753,2.0,1.0,42.0,1.0,19.0,2.0,15.15
42459,3.0,1.0,22.0,0.0,9.0,2.0,42.47
95183,3.0,3.0,66.0,0.0,18.0,0.0,47.11
64193,2.0,1.0,17.0,1.0,2.0,1.0,27.91
93287,5.0,2.0,68.0,1.0,1.0,0.0,22.99
74221,5.0,3.0,17.0,1.0,27.0,2.0,41.57
88088,3.0,1.0,81.0,1.0,10.0,1.0,48.41
51047,7.0,2.0,74.0,7.0,167.0,8.0,94.55
41271,4.0,1.0,21.0,1.0,6.0,1.0,42.5
40890,5.0,3.0,68.0,0.0,27.0,0.0,43.96
97279,2.0,1.0,38.0,1.0,13.0,0.0,24.63
11189,4.0,2.0,71.0,0.0,2.0,1.0,39.72
14393,5.0,1.0,16.0,1.0,12.0,2.0,17.13
47662,3.0,2.0,24.0,0.0,12.0,2.0,40.16
32304,2.0,2.0,22.0,1.0,25.0,1.0,31.14
44255,2.0,2.0,66.0,0.0,16.0,2.0,14.6
18372,5.0,3.0,41.0,1.0,3.0,2.0,19.55
43009,4.0,2.0,74.0,1.0,5.0,1.0,43.53
32330,5.0,1.0,44.0,0.0,18.0,2.0,41.67
99550,5.0,3.0,83.0,1.0,0.0,0.0,29.78
52560,3.0,1.0,68.0,1.0,12.0,0.0,48.89
38053,2.0,1.0,30.0,0.0,6.0,2.0,42.17
48905,2.0,1.0,34.0,0.0,4.0,2.0,45.69
30296,5.0,1.0,83.0,1.0,19.0,0.0,41.36
67637,7.0,6.0,171.0,5.0,302.0,6.0,91.22
42686,5.0,1.0,17.0,1.0,15.0,2.0,46.1
51496,2.0,2.0,67.0,0.0,24.0,1.0,17.28
47024,3.0,1.0,37.0,1.0,8.0,1.0,29.1
39820,3.0,1.0,54.0,1.0,28.0,2.0,42.85
84879,3.0,3.0,78.0,1.0,15.0,1.0,17.55
50619,3.0,3.0,71.0,0.0,10.0,1.0,40.94
96572,3.0,2.0,13.0,1.0,17.0,2.0,45.3
72690,2.0,2.0,52.0,0.0,13.0,2.0,16.06
48860,5.0,1.0,70.0,0.0,16.0,0.0,14.58
63471,3.0,2.0,14.0,1.0,27.0,0.0,36.45
59452,3.0,2.0,77.0,1.0,5.0,1.0,31.29
25821,3.0,1.0,56.0,0.0,16.0,1.0,20.12
10402,4.0,3.0,44.0,0.0,8.0,0.0,30.81
92751,5.0,1.0,83.0,1.0,11.0,0.0,12.63
85192,5.0,3.0,83.0,1.0,11.0,0.0,30.84
71867,5.0,3.0,29.0,1.0,26.0,1.0,26.0
58274,4.0,1.0,56.0,0.0,20.0,0.0,41.57
91045,5.0,1.0,48.0,0.0,12.0,0.0,29.54
83188,2.0,1.0,79.0,0.0,2.0,0.0,11.16
27075,2.0,2.0,44.0,1.0,3.0,2.0,30.28
29254,4.0,2.0,76.0,1.0,8.0,1.0,16.42
79403,5.0,3.0,19.0,0.0,16.0,2.0,45.84
38442,6.0,2.0,83.0,10.0,158.0,4.0,97.77
60926,4.0,2.0,26.0,0.0,25.0,0.0,15.64
60237,2.0,3.0,46.0,1.0,15.0,0.0,26.82
94606,3.0,2.0,65.0,1.0,16.0,2.0,41.99
69404,4.0,3.0,55.0,1.0,17.0,0.0,20.02
71882,5.0,1.0,23.0,1.0,20.0,1.0,18.54
29287,5.0,3.0,51.0,0.0,29.0,0.0,35.61
11786,3.0,1.0,59.0,0.0,27.0,1.0,22.93
72743,5.0,2.0,30.0,0.0,24.0,1.0,48.9
18534,5.0,2.0,13.0,0.0,7.0,1.0,38.34
62659,2.0,3.0,38.0,0.0,6.0,0.0,30.63
61146,3.0,2.0,74.0,1.0,12.0,1.0,49.11
41756,2.0,2.0,23.0,1.0,13.0,0.0,46.99
87764,5.0,1.0,74.0,1.0,7.0,2.0,14.52
10851,2.0,1.0,56.0,0.0,23.0,1.0,13.76
16527,5.0,3.0,76.0,1.0,6.0,1.0,12.03
40479,2.0,1.0,70.0,1.0,29.0,1.0,27.04
17514,4.0,2.0,39.0,0.0,8.0,1.0,26.91
67989,5.0,3.0,38.0,0.0,23.0,1.0,35.91
50541,5.0,3.0,30.0,1.0,16.0,2.0,12.85
76644,5.0,3.0,78.0,0.0,4.0,1.0,29.34
32460,4.0,1.0,82.0,0.0,14.0,1.0,16.84
68355,2.0,2.0,23.0,0.0,19.0,2.0,29.96
33626,3.0,1.0,72.0,1.0,26.0,1.0,31.4
73148,4.0,1.0,35.0,1.0,24.0,2.0,15.91
81223,2.0,1.0,76.0,1.0,5.0,0.0,24.74
96624,4.0,3.0,77.0,1.0,16.0,1.0,39.69
82181,4.0,3.0,13.0,1.0,10.0,2.0,43.15
39938,5.0,2.0,80.0,0.0,3.0,0.0,30.66
30807,4.0,2.0,19.0,0.0,17.0,2.0,10.8
31417,2.0,2.0,53.0,0.0,18.0,0.0,33.58
73633,5.0,2.0,64.0,1.0,14.0,1.0,21.16
60264,4.0,3.0,12.0,0.0,29.0,0.0,38.18
94621,5.0,3.0,66.0,1.0,29.0,1.0,44.89
20493,5.0,1.0,51.0,1.0,0.0,2.0,35.32
97135,3.0,3.0,26.0,1.0,12.0,1.0,45.16
57174,5.0,3.0,29.0,0.0,21.0,2.0,28.68
18105,5.0,2.0,37.0,1.0,8.0,2.0,19.5
44420,2.0,3.0,52.0,0.0,25.0,1.0,40.49
74760,3.0,3.0,60.0,0.0,3.0,1.0,28.72
95835,2.0,3.0,33.0,1.0,18.0,2.0,22.68
96600,3.0,3.0,57.0,1.0,26.0,2.0,14.84
57206,3.0,1.0,41.0,0.0,3.0,1.0,22.35
57438,2.0,2.0,74.0,1.0,21.0,1.0,37.17
49079,4.0,1.0,71.0,0.0,20.0,2.0,48.7
11187,5.0,1.0,20.0,1.0,26.0,1.0,29.73
53398,2.0,1.0,15.0,0.0,4.0,2.0,34.73
96422,3.0,3.0,43.0,1.0,3.0,2.0,10.35
37047,10.0,4.0,60.0,5.0,332.0,6.0,80.64
87144,4.0,1.0,61.0,0.0,6.0,1.0,23.86
35253,3.0,1.0,51.0,1.0,15.0,1.0,40.78
31069,4.0,3.0,44.0,0.0,22.0,2.0,21.16
80024,3.0,2.0,14.0,1.0,25.0,1.0,10.06
31495,4.0,3.0,36.0,1.0,18.0,1.0,13.68
49923,5.0,3.0,56.0,1.0,19.0,0.0,13.3
33416,2.0,3.0,43.0,0.0,2.0,1.0,28.68
73419,9.0,2.0,125.0,7.0,317.0,5.0,85.35
80307,2.0,2.0,82.0,1.0,2.0,0.0,39.9
84407,3.0,3.0,79.0,1.0,27.0,1.0,39.99
76355,3.0,3.0,15.0,1.0,26.0,1.0,28.18
15248,4.0,1.0,60.0,1.0,10.0,1.0,33.2
37847,3.0,1.0,38.0,0.0,5.0,2.0,39.41
24188,4.0,3.0,76.0,1.0,24.0,1.0,23.88
62304,3.0,2.0,28.0,1.0,9.0,2.0,16.65
55701,5.0,2.0,21.0,0.0,29.0,1.0,16.08
68503,4.0,1.0,20.0,1.0,28.0,0.0,37.15
33797,5.0,3.0,65.0,1.0,0.0,1.0,35.76
58165,5.0,2.0,56.0,1.0,17.0,0.0,26.46
91120,4.0,1.0,35.0,0.0,20.0,2.0,49.78
42834,4.0,3.0,18.0,1.0,28.0,2.0,30.97
12031,5.0,3.0,27.0,0.0,23.0,2.0,41.63
85852,3.0,2.0,28.0,1.0,20.0,2.0,13.23
56626,7.0,4.0,176.0,5.0,294.0,6.0,91.31
38127,5.0,2.0,56.0,0.0,7.0,0.0,44.54
75251,4.0,3.0,46.0,0.0,25.0,2.0,13.87
33431,10.0,5.0,142.0,4.0,136.0,8.0,92.18
47247,2.0,1.0,65.0,0.0,25.0,1.0,37.78
51763,4.0,2.0,65.0,0.0,7.0,0.0,25.73
56325,10.0,4.0,153.0,6.0,192.0,8.0,78.52
59578,2.0,3.0,26.0,0.0,10.0,2.0,36.26
91219,3.0,2.0,16.0,1.0,7.0,0.0,36.98
14452,3.0,2.0,72.0,1.0,11.0,0.0,47.84
86594,5.0,1.0,30.0,1.0,19.0,1.0,45.65
28190,3.0,1.0,33.0,0.0,19.0,1.0,40.92
17164,5.0,3.0,22.0,0.0,22.0,0.0,37.69
51485,3.0,1.0,76.0,0.0,4.0,1.0,12.97
84596,4.0,1.0,49.0,1.0,26.0,1.0,38.9
96673,10.0,6.0,156.0,9.0,305.0,8.0,89.93
89482,3.0,3.0,72.0,1.0,5.0,1.0,43.75
67379,4.0,2.0,73.0,0.0,16.0,2.0,28.25
76010,4.0,1.0,77.0,1.0,0.0,1.0,48.6
89860,2.0,2.0,81.0,0.0,24.0,1.0,39.38
88070,11.0,7.0,128.0,6.0,274.0,8.0,96.56
20923,2.0,1.0,65.0,1.0,11.0,1.0,11.66
24097,4.0,1.0,74.0,1.0,19.0,1.0,39.54
40602,11.0,2.0,60.0,11.0,278.0,9.0,76.71
65592,5.0,3.0,43.0,0.0,1.0,0.0,24.99
99225,5.0,2.0,42.0,1.0,11.0,1.0,37.32
91996,5.0,2.0,43.0,1.0,25.0,0.0,44.02
76859,4.0,2.0,12.0,1.0,26.0,2.0,49.57
74681,3.0,3.0,78.0,1.0,7.0,0.0,23.04
70544,4.0,2.0,22.0,0.0,0.0,2.0,38.16
42516,5.0,3.0,23.0,0.0,25.0,1.0,40.97
25585,5.0,3.0,78.0,0.0,0.0,0.0,13.93
52791,5.0,2.0,51.0,0.0,28.0,0.0,37.91
11644,8.0,2.0,165.0,11.0,259.0,4.0,77.58
50035,4.0,3.0,63.0,1.0,22.0,1.0,48.09
11131,3.0,2.0,72.0,1.0,24.0,1.0,20.62
93605,3.0,1.0,32.0,0.0,9.0,1.0,16.65
